Customer_Number,Offer_Accepted,Income_Level,Bank_Accounts_Open,Overdraft_Protection,Credit_Rating,Credit_Cards_Held,Homes_Owned,Household_Size,Own_Your_Home,Average_Balance
15264,0,2,2,0,2,2,1,5,1,142.50
15265,0,3,1,0,1,1,1,4,1,793.00
15266,0,2,1,1,2,2,1,5,1,1107.25
15267,0,2,1,0,3,1,1,6,1,1637.50
15268,0,1,1,0,2,2,1,4,1,817.25
15269,1,3,1,0,3,1,2,5,0,1000.75
15270,0,2,1,0,1,1,1,4,1,939.75
15271,0,2,2,0,1,3,2,3,1,257.50
15272,0,1,1,0,1,2,1,5,1,1094.25
15273,0,2,1,0,2,3,2,4,0,1195.00
15274,0,1,1,0,1,2,1,3,0,1058.50
15275,0,3,1,1,1,3,1,3,1,1018.50
15276,0,1,1,0,2,2,1,6,1,731.75
15277,0,3,1,0,3,2,1,4,0,987.50
15278,0,1,1,0,2,2,1,3,1,1340.75
15279,0,3,2,0,1,1,1,4,0,871.50
15280,0,3,1,0,2,3,1,4,1,1120.00
15281,0,1,1,1,3,3,1,2,0,1011.75
15282,0,2,1,0,3,3,1,4,0,225.50
15283,0,2,2,0,2,1,1,4,1,261.50
15284,0,1,1,0,3,2,1,3,1,1333.25
15285,0,3,1,0,1,2,1,3,1,907.25
15286,0,1,2,0,1,2,1,3,1,1094.75
15287,0,2,1,0,2,3,2,4,0,812.25
15288,0,2,1,0,3,2,2,5,1,1322.75
15289,0,1,1,0,2,2,1,4,1,759.75
15290,0,2,3,0,2,2,1,3,1,853.75
15291,0,2,1,0,2,2,2,3,0,939.25
15292,0,2,1,0,3,1,1,4,1,953.50
15293,0,2,1,0,1,1,2,2,0,1117.75
15294,0,1,1,0,1,3,1,3,1,1070.75
15295,0,2,1,0,1,1,1,2,1,1018.00
15296,0,2,1,1,3,2,1,3,1,216.75
15297,0,2,1,0,3,2,2,4,0,664.75
15298,0,2,1,0,3,2,1,4,0,1114.25
15299,0,3,2,0,3,1,2,3,1,807.25
15300,0,2,1,0,2,2,1,4,1,1047.00
15301,0,1,1,0,2,2,1,5,1,1093.00
15302,0,3,1,0,2,4,1,2,1,182.00
15303,0,1,1,1,1,2,1,3,0,705.25
15304,0,2,1,0,2,1,1,4,0,1121.25
15305,0,1,1,0,3,2,1,4,0,762.50
15306,1,2,1,0,3,2,1,3,1,302.00
15307,0,3,1,0,1,2,1,3,1,1022.75
15308,0,1,2,0,1,3,1,4,1,1193.50
15309,0,2,1,0,2,3,1,3,0,1026.00
15310,0,3,2,0,1,2,1,4,0,1091.00
15311,0,1,1,0,2,2,1,4,1,190.00
15312,0,2,1,0,3,2,1,3,0,715.25
15313,0,3,1,1,1,1,1,2,1,226.25
15314,1,2,1,0,2,2,1,4,0,835.00
15315,0,2,2,0,3,1,1,3,1,791.25
15316,0,1,1,0,2,4,1,4,1,1463.50
15317,0,2,2,0,1,1,1,4,1,1043.50
15318,0,2,2,0,3,2,1,6,1,687.00
15319,0,3,1,1,2,2,1,4,1,869.00
15320,0,2,1,1,1,1,1,3,1,127.00
15321,0,3,2,0,2,2,1,2,0,756.50
15322,0,1,2,0,2,1,1,2,0,1067.50
15323,0,2,1,0,3,3,1,3,1,808.00
15324,0,3,2,0,1,2,1,6,1,1074.25
15325,0,2,2,0,3,1,1,4,1,1025.25
15326,0,3,1,0,1,2,1,4,1,1062.00
15327,0,2,1,1,2,2,1,5,1,365.50
15328,0,2,1,0,3,4,1,2,1,1009.50
15329,0,2,1,0,3,1,1,4,1,1216.00
15330,0,3,1,0,1,1,2,3,0,1045.75
15331,0,2,1,0,3,2,1,2,0,1396.75
15332,0,2,1,0,1,3,1,5,0,172.25
15333,0,2,1,0,1,1,1,3,0,1252.25
15334,0,2,1,0,1,3,2,2,0,1066.75
15335,0,2,1,0,1,1,1,5,1,211.75
15336,0,3,1,0,3,1,1,4,1,931.50
15337,0,3,1,0,1,3,1,4,1,1282.75
15338,0,2,1,0,1,3,2,4,1,103.50
15339,0,2,1,0,2,3,1,3,1,1194.50
15340,0,1,1,0,2,3,1,1,0,1050.75
15341,0,3,2,0,1,3,1,5,1,1330.75
15342,0,3,2,0,3,1,2,4,1,917.75
15343,0,3,1,0,3,1,1,4,0,743.75
15344,0,2,1,0,2,2,1,4,1,905.75
15345,0,3,2,0,3,2,1,4,0,394.00
15346,0,3,1,0,2,1,1,3,1,824.25
15347,0,2,1,0,3,1,1,4,0,1113.25
15348,0,1,1,0,1,3,1,5,1,347.00
15349,0,1,2,1,3,1,1,3,1,812.25
15350,0,1,1,1,3,1,2,2,1,1030.00
15351,1,3,1,0,3,3,2,3,1,913.25
15352,0,2,1,0,3,3,1,2,1,872.00
15353,0,1,1,0,1,2,1,4,0,201.25
15354,0,2,1,1,2,3,1,4,1,1556.25
15355,0,3,2,0,2,1,1,4,0,976.00
15356,0,1,1,0,1,3,1,5,0,985.00
15357,0,3,1,0,1,3,1,2,0,1435.25
15358,0,2,1,0,3,1,1,4,1,1146.75
15359,0,2,1,0,3,1,2,4,1,890.50
15360,0,2,1,0,1,1,1,4,0,247.00
15361,0,2,2,1,1,2,1,2,1,157.00
15362,0,2,1,0,2,2,1,4,1,1132.75
15363,0,2,1,0,3,2,1,6,0,214.00
15364,0,3,1,0,3,2,1,3,1,1260.25
15365,0,2,1,0,2,3,1,4,1,1036.50
15366,0,2,1,1,3,3,1,2,0,93.25
15367,0,2,1,0,2,2,1,1,1,1205.00
15368,0,3,1,0,3,3,1,2,1,1010.25
15369,0,3,1,0,2,1,2,4,0,1207.00
15370,0,2,1,0,3,2,1,3,0,1112.00
15371,0,1,1,0,2,2,1,3,1,1193.25
15372,0,3,1,0,2,3,1,2,1,791.75
15373,1,2,2,0,3,3,1,2,1,917.50
15374,0,3,1,0,1,1,1,5,1,761.25
15375,0,3,1,1,2,3,1,4,1,1152.50
15376,0,1,2,0,2,2,1,2,0,991.75
15377,0,1,1,0,3,3,1,4,1,1078.50
15378,0,3,1,0,1,3,1,3,0,1279.50
15379,0,2,2,0,1,2,1,5,0,721.00
15380,0,3,1,0,3,2,1,4,1,1092.25
15381,0,2,2,1,1,1,1,4,1,159.50
15382,0,2,2,0,2,4,1,4,1,1122.50
15383,0,1,2,0,2,2,1,4,1,1090.00
15384,1,3,2,0,1,3,2,4,1,1283.75
15385,0,3,1,0,2,1,1,4,0,1078.75
15386,0,1,1,0,2,2,2,4,1,1095.50
15387,0,2,1,0,3,2,1,3,1,1047.00
15388,0,2,1,0,2,1,1,3,0,1564.50
15389,0,1,1,0,1,1,1,3,1,753.50
15390,0,3,1,0,3,2,1,5,1,1010.00
15391,0,3,1,0,3,2,1,3,0,1098.25
15392,1,3,1,0,3,1,1,4,1,1434.50
15393,0,1,1,0,3,2,2,5,0,1782.75
15394,0,3,2,1,1,2,2,4,1,844.25
15395,0,2,1,0,2,3,1,5,1,344.00
15396,0,2,1,0,2,2,1,3,1,1067.00
15397,0,1,1,0,2,1,2,2,1,243.50
15398,0,2,1,0,3,2,1,3,1,1284.50
15399,0,2,3,0,3,1,1,2,1,1873.00
15400,0,2,1,0,3,3,1,5,0,714.75
15401,1,2,1,0,3,3,1,4,1,1064.75
15402,0,3,1,0,2,3,1,5,0,671.00
15403,0,3,1,0,3,3,1,3,1,289.50
15404,1,1,1,1,3,2,1,4,1,956.75
15405,0,2,1,1,2,1,1,5,0,851.75
15406,0,3,1,0,1,2,1,3,0,1867.25
15407,0,1,2,0,1,3,1,3,1,893.00
15408,0,2,1,0,2,2,1,4,1,923.50
15409,1,2,1,0,3,1,1,2,1,1119.00
15410,0,3,1,0,2,1,1,3,1,883.00
15411,0,2,2,0,3,2,2,3,0,1090.00
15412,0,2,1,0,3,1,1,2,0,996.00
15413,0,3,1,0,2,1,1,4,0,917.75
15414,0,2,2,0,3,2,1,4,0,1133.00
15415,0,3,1,0,2,3,1,5,1,1003.25
15416,0,2,1,0,3,2,1,2,1,1041.75
15417,0,2,1,1,3,1,1,4,0,1121.50
15418,1,2,2,0,3,2,2,5,1,1148.25
15419,0,2,1,0,2,1,2,4,1,1175.00
15420,0,2,2,0,1,2,1,5,1,365.50
15421,0,2,2,0,2,2,1,3,1,1119.00
15422,0,3,1,0,2,2,1,3,0,858.75
15423,0,1,2,1,1,1,1,2,1,1074.75
15424,0,1,2,0,2,1,2,3,0,829.75
15425,0,2,1,0,3,2,1,2,1,744.00
15426,0,2,1,0,3,1,1,4,0,1201.75
15427,0,2,1,0,3,3,1,1,0,1263.75
15428,0,3,1,0,2,1,1,2,1,1209.50
15429,0,2,1,1,2,1,1,2,1,1467.50
15430,0,3,1,1,1,2,1,2,1,259.00
15431,0,1,1,0,1,1,1,4,0,1030.75
15432,0,2,1,0,1,2,1,3,0,729.75
15433,0,3,2,0,3,1,1,2,0,1237.25
15434,0,1,1,0,3,2,2,1,1,1242.75
15435,0,1,1,1,3,1,1,5,1,1752.75
15436,0,1,1,0,2,2,1,2,0,973.75
15437,0,3,1,1,1,1,1,5,1,763.50
15438,0,1,1,0,3,3,1,4,1,241.00
15439,0,2,1,0,1,1,1,4,1,752.50
15440,0,2,1,0,2,2,1,3,1,1053.00
15441,0,1,1,0,3,1,1,6,1,883.25
15442,0,2,1,1,2,1,1,2,1,1189.50
15443,0,2,1,0,1,2,1,5,1,730.00
15444,0,2,1,1,2,2,1,5,0,1241.75
15445,0,3,1,0,3,2,1,5,0,1379.00
15446,0,1,1,0,1,2,1,2,1,929.25
15447,0,3,1,0,2,1,1,3,0,1295.50
15448,0,3,2,0,3,3,1,4,1,644.00
15449,0,2,1,0,3,1,2,3,0,953.25
15450,0,2,1,0,3,2,1,4,0,1095.00
15451,0,2,1,0,3,2,2,2,1,1085.00
15452,0,2,1,0,3,2,1,5,1,1053.75
15453,0,2,2,0,1,2,1,4,1,978.00
15454,0,2,1,1,1,2,1,4,0,195.25
15455,0,2,2,0,2,2,1,2,0,611.75
15456,0,1,1,0,1,2,1,2,1,697.75
15457,0,2,1,1,2,2,1,4,1,1281.00
15458,0,1,2,0,1,3,2,4,1,1302.25
15459,0,2,1,0,2,2,1,4,1,790.75
15460,0,1,1,1,1,1,2,3,1,1273.75
15461,0,2,1,0,3,2,1,3,0,1019.50
15462,0,2,1,0,2,2,1,3,0,954.75
15463,0,2,1,1,1,2,1,2,1,969.50
15464,0,2,1,0,3,1,1,4,1,766.25
15465,0,1,1,0,2,3,1,3,0,729.50
15466,0,1,1,0,3,2,1,5,0,1052.50
15467,0,3,1,0,3,4,1,4,0,1171.75
15468,0,3,1,0,1,2,1,3,1,971.75
15469,0,2,1,0,1,1,1,5,1,1216.00
15470,0,2,2,0,1,3,1,4,1,1171.00
15471,0,2,1,0,2,3,1,3,0,1027.50
15472,1,1,1,0,1,3,1,2,0,1113.75
15473,0,2,1,0,3,3,1,1,1,1256.50
15474,0,2,1,0,1,2,1,3,0,969.50
15475,0,3,3,0,1,1,1,5,1,273.00
15476,0,2,1,0,2,1,1,3,1,774.50
15477,0,2,3,0,2,1,1,4,1,1249.25
15478,0,1,2,1,3,4,1,3,1,933.00
15479,0,2,2,1,2,3,1,2,0,1813.00
15480,0,2,1,0,1,1,1,4,1,266.50
15481,0,1,2,1,3,1,2,3,0,1249.75
15482,0,3,1,0,2,2,2,3,0,1697.50
15483,0,2,1,0,3,1,1,4,1,1026.50
15484,0,2,1,0,3,2,1,3,1,936.25
15485,0,1,1,0,3,1,1,5,1,336.75
15486,0,1,3,0,3,1,1,3,1,866.00
15487,0,2,2,0,2,1,1,3,1,178.00
15488,0,1,1,0,3,2,1,2,1,970.25
15489,0,1,1,0,1,2,1,1,1,728.25
15490,1,3,2,0,3,2,1,4,1,168.75
15491,0,1,2,0,2,1,1,3,0,792.75
15492,0,1,1,0,1,1,1,3,0,713.75
15493,0,1,2,0,1,2,2,3,1,631.50
15494,0,3,1,0,1,3,1,4,1,165.75
15495,0,1,1,0,1,2,1,3,1,1090.25
15496,0,2,1,0,2,1,1,4,0,1090.50
15497,0,2,3,0,2,3,2,5,0,986.00
15498,0,1,1,0,3,2,1,3,0,1065.25
15499,0,2,1,0,3,3,2,5,1,1254.75
15500,0,2,1,1,1,2,2,5,1,279.25
15501,0,2,2,0,2,1,2,6,1,937.75
15502,0,3,1,0,1,1,1,5,0,925.25
15503,0,1,1,0,2,1,1,3,0,1066.50
15504,0,1,1,1,3,2,1,3,1,310.75
15505,0,3,1,0,1,2,1,3,0,1271.50
15506,0,1,1,0,2,2,1,4,1,1032.75
15507,0,2,1,0,3,1,1,4,0,957.50
15508,0,3,1,0,1,1,1,4,1,1214.25
15509,0,3,1,0,1,2,1,3,1,392.75
15510,1,2,1,0,2,2,1,2,1,746.75
15511,1,2,1,1,3,2,1,4,0,1095.75
15512,0,1,1,0,3,2,1,2,0,965.00
15513,0,2,1,0,2,1,2,4,0,1281.50
15514,0,3,2,0,1,1,2,3,1,1337.25
15515,0,2,1,0,3,2,1,1,0,1024.25
15516,0,3,2,0,3,4,1,4,0,1131.25
15517,0,1,2,0,1,1,1,3,1,960.25
15518,0,3,1,0,1,2,1,4,0,1127.50
15519,0,2,1,0,3,1,1,1,1,202.25
15520,0,1,1,1,2,3,1,5,1,829.25
15521,0,2,1,0,2,1,1,3,1,1297.75
15522,0,3,1,0,2,2,2,5,1,900.75
15523,0,2,1,0,3,2,1,4,1,948.50
15524,0,3,1,0,2,2,1,3,0,986.25
15525,0,2,3,0,1,3,1,5,1,229.25
15526,0,2,1,0,3,1,2,3,1,1246.25
15527,0,2,1,0,3,2,1,3,1,1240.25
15528,0,2,1,0,2,3,1,3,0,1090.25
15529,0,2,1,1,2,1,1,3,0,786.50
15530,0,2,1,0,3,2,2,3,1,1386.25
15531,0,2,1,0,1,1,1,3,0,1118.25
15532,0,1,2,0,3,3,1,3,1,886.50
15533,0,2,2,0,3,1,3,5,1,1118.00
15534,0,2,1,0,1,1,1,3,1,998.75
15535,0,1,1,0,1,1,1,3,0,1038.75
15536,0,1,1,0,1,2,2,2,1,1093.75
15537,0,3,1,0,3,2,2,4,1,818.50
15538,0,1,1,0,1,1,1,3,1,1109.25
15539,0,2,1,1,1,2,1,3,0,295.50
15540,0,1,1,0,3,1,1,3,0,1035.75
15541,0,1,2,0,3,2,2,4,1,1023.00
15542,0,1,2,0,1,1,1,5,1,975.75
15543,0,2,2,0,1,2,2,2,1,1122.00
15544,0,2,1,1,2,1,1,3,0,326.50
15545,0,3,1,0,3,2,1,5,1,1108.75
15546,0,2,1,0,1,2,1,5,0,1093.50
15547,0,1,2,0,2,1,1,4,1,1287.25
15548,0,2,1,0,1,3,2,3,1,127.25
15549,0,3,1,0,2,2,2,4,0,1712.25
15550,1,3,1,0,3,3,2,3,1,987.00
15551,0,2,1,0,2,1,1,4,0,1001.50
15552,0,1,1,0,3,3,2,3,1,1310.50
15553,0,3,1,0,1,1,1,2,1,235.00
15554,0,3,1,0,1,4,2,2,0,943.00
15555,0,2,1,0,2,1,1,2,1,992.25
15556,0,3,1,0,1,1,1,3,1,1080.75
15557,0,2,2,0,2,2,1,5,0,716.50
15558,0,3,1,0,3,2,1,4,0,1077.50
15559,0,2,1,1,2,1,1,2,1,1001.75
15560,0,2,1,0,2,1,1,3,0,955.50
15561,0,1,1,0,3,1,1,4,1,178.75
15562,0,1,1,0,2,1,2,4,1,1802.25
15563,0,3,1,0,1,2,1,2,1,1074.75
15564,0,3,1,0,1,1,1,2,1,1187.75
15565,0,1,2,0,1,2,1,2,1,1362.75
15566,0,3,1,1,1,2,1,3,1,988.00
15567,0,2,2,0,3,2,1,5,1,953.75
15568,0,2,1,0,1,2,2,4,0,959.00
15569,0,1,2,0,1,3,1,4,1,945.25
15570,1,1,1,0,3,2,1,4,1,966.50
15571,0,2,2,1,2,2,1,5,1,1312.00
15572,0,1,1,0,2,1,1,3,1,1141.00
15573,0,3,1,1,2,3,1,4,0,1079.50
15574,0,3,1,0,2,1,1,3,0,930.00
15575,0,2,1,0,1,1,1,5,0,380.50
15576,0,2,1,0,3,1,2,3,0,1076.50
15577,0,3,1,0,2,2,2,4,0,1092.25
15578,0,3,1,0,3,2,1,3,1,1062.00
15579,0,2,1,0,1,4,1,4,1,1077.00
15580,0,2,1,0,3,2,2,4,0,992.75
15581,0,3,1,0,2,1,1,2,1,1235.50
15582,0,1,1,0,1,2,1,5,1,1375.00
15583,0,2,1,0,3,2,1,2,1,976.50
15584,0,3,2,0,2,1,2,2,1,1068.50
15585,0,1,1,0,2,3,1,3,0,1178.75
15586,0,3,2,0,3,2,1,5,0,1016.00
15587,0,3,2,0,2,3,1,1,0,1098.75
15588,0,2,1,0,1,3,1,4,0,925.75
15589,0,2,1,0,1,2,2,2,1,1117.75
15590,0,1,2,0,1,1,1,2,0,888.75
15591,0,2,1,0,2,2,1,3,1,695.00
15592,0,2,2,0,2,1,1,2,1,1050.50
15593,0,2,1,0,3,2,2,4,1,923.50
15594,0,1,1,0,2,2,1,5,1,886.50
15595,0,2,1,0,2,2,1,5,1,1070.00
15596,0,1,1,0,1,2,1,3,1,1114.75
15597,0,2,1,0,3,3,2,2,0,931.00
15598,0,2,1,1,1,2,1,4,1,971.75
15599,0,1,1,0,2,2,2,3,1,821.75
15600,0,1,1,0,3,3,1,3,0,1046.75
15601,0,2,3,0,3,3,1,4,1,648.75
15602,0,1,1,0,3,3,1,4,1,969.50
15603,0,2,1,0,2,4,1,2,1,1597.25
15604,0,1,1,0,2,1,1,4,0,183.50
15605,0,3,1,0,1,1,1,4,0,1146.75
15606,0,2,1,0,2,3,1,3,1,976.50
15607,0,3,1,0,1,1,1,2,1,986.25
15608,0,3,1,0,1,2,1,2,1,1071.75
15609,0,1,1,0,3,1,1,4,1,2271.50
15610,0,2,1,0,1,2,1,3,1,160.75
15611,0,2,2,1,3,3,1,4,0,905.50
15612,0,1,2,0,1,1,1,3,0,949.25
15613,0,1,1,1,3,1,1,3,0,1309.25
15614,0,3,1,0,3,2,1,4,0,901.00
15615,0,2,1,0,2,3,1,5,1,1434.75
15616,0,2,1,1,2,2,1,5,1,963.75
15617,0,2,1,0,1,1,1,5,1,1102.00
15618,1,3,1,1,1,2,1,5,1,215.25
15619,0,2,1,0,1,2,1,5,1,1072.50
15620,0,3,1,0,2,2,1,4,1,170.00
15621,0,2,1,1,3,1,2,4,1,1253.00
15622,0,2,1,0,2,2,2,4,1,1105.75
15623,0,1,2,0,1,1,1,4,0,1283.50
15624,0,3,1,0,2,3,1,4,1,842.75
15625,0,2,1,0,1,2,1,6,1,715.25
15626,0,2,1,0,1,1,1,4,0,971.50
15627,0,1,2,0,3,1,1,4,1,1187.75
15628,0,3,1,0,3,2,1,6,0,1039.50
15629,0,2,2,0,1,1,1,2,0,1025.50
15630,0,2,1,0,2,2,2,3,1,1211.00
15631,0,2,1,0,1,1,2,4,1,988.00
15632,0,1,2,0,3,2,1,4,1,237.25
15633,0,3,2,0,1,2,1,3,1,184.25
15634,0,2,1,0,2,2,1,6,0,1111.25
15635,0,3,1,1,3,2,1,3,1,224.75
15636,0,2,2,0,1,1,1,5,1,1319.75
15637,0,2,1,0,2,2,1,5,1,260.75
15638,0,2,2,0,1,1,1,2,0,1298.75
15639,0,2,1,0,3,3,1,4,1,1036.00
15640,0,2,2,0,2,1,1,3,0,1160.50
15641,0,2,1,1,1,1,1,4,1,1040.50
15642,0,1,1,1,2,2,1,4,1,980.50
15643,0,3,1,0,1,2,1,3,1,1066.25
15644,0,3,1,0,1,3,1,4,1,1058.75
15645,0,1,1,1,1,2,1,4,0,338.00
15646,0,1,2,0,3,2,1,2,1,1135.25
15647,0,3,1,0,3,2,1,3,0,1076.75
15648,0,2,2,0,2,1,1,3,0,1202.75
15649,0,1,2,1,1,2,1,4,1,1037.25
15650,0,3,1,0,3,1,1,1,1,1107.00
15651,0,2,2,0,3,2,1,5,0,325.25
15652,0,2,2,0,2,2,1,4,1,270.75
15653,0,1,1,0,3,3,1,4,1,1047.50
15654,0,3,1,0,3,2,1,2,1,1443.00
15655,0,2,1,0,2,1,1,4,1,779.00
15656,0,3,1,0,3,1,1,4,1,841.25
15657,0,3,2,1,3,2,2,5,1,291.25
15658,0,2,1,0,3,2,2,4,0,1010.00
15659,0,3,1,0,2,2,2,3,1,1000.50
15660,0,3,1,0,3,1,1,2,1,1168.25
15661,0,1,2,0,1,2,1,5,0,1175.25
15662,0,3,2,0,2,1,1,4,0,907.75
15663,1,3,2,0,2,2,1,4,0,853.75
15664,0,1,2,0,3,3,1,4,1,294.25
15665,0,1,1,0,1,1,1,3,0,226.25
15666,0,2,2,0,1,3,1,3,0,212.00
15667,1,3,1,0,3,1,1,3,0,1071.00
15668,0,2,1,0,3,3,1,2,0,1017.75
15669,0,2,2,0,1,1,1,6,1,232.50
15670,0,2,2,0,2,3,1,4,0,867.50
15671,0,3,1,1,2,1,1,4,1,253.00
15672,0,3,1,0,1,1,1,4,1,287.25
15673,0,2,2,0,2,1,1,4,0,1159.00
15674,0,3,1,0,1,2,2,6,1,768.25
15675,0,3,1,0,2,3,1,4,1,1018.75
15676,0,1,1,0,3,1,1,4,1,1281.50
15677,0,1,1,0,3,2,1,2,0,645.50
15678,0,1,2,0,1,3,1,3,0,1250.50
15679,0,3,1,0,3,3,1,4,1,1108.25
15680,0,2,1,0,2,1,1,2,1,1345.75
15681,0,2,1,0,2,2,1,4,0,1146.25
15682,0,3,1,0,2,3,2,2,1,775.00
15683,0,2,1,1,3,1,1,5,1,1087.50
15684,0,1,2,0,2,1,1,4,0,1004.25
15685,0,3,1,0,1,2,1,3,1,664.50
15686,0,3,1,1,1,1,2,4,0,843.00
15687,0,2,2,0,1,3,2,2,1,1727.50
15688,0,2,1,0,2,2,1,4,1,979.25
15689,0,1,1,0,1,3,2,4,1,1007.50
15690,0,3,1,0,2,1,2,5,1,308.50
15691,0,1,1,0,3,3,1,3,1,1159.00
15692,0,1,1,0,2,2,1,3,1,325.50
15693,0,3,1,0,2,3,1,3,1,309.25
15694,0,1,2,0,1,1,1,4,0,384.75
15695,0,1,1,0,3,2,1,5,1,378.75
15696,0,3,2,0,1,1,1,4,0,1395.50
15697,0,2,2,0,3,4,1,4,0,1269.50
15698,0,2,1,0,3,1,1,4,1,1026.00
15699,0,2,1,0,1,2,1,2,1,1105.75
15700,0,3,1,1,2,3,1,4,1,1311.75
15701,0,2,2,0,2,1,2,2,1,960.25
15702,0,1,1,0,3,2,1,4,1,1188.00
15703,0,2,1,0,3,2,1,3,1,277.25
15704,0,1,1,0,2,2,1,2,1,1058.75
15705,0,2,1,0,3,1,1,3,1,1237.50
15706,0,2,1,0,1,3,1,3,1,1414.00
15707,0,3,2,0,3,2,1,3,1,758.25
15708,0,1,2,0,1,1,1,2,1,0.00
15709,0,2,1,0,3,3,1,6,1,985.25
15710,0,2,1,0,3,1,1,4,1,1091.75
15711,0,2,1,0,2,2,1,5,1,311.25
15712,0,2,1,0,1,2,1,5,1,1007.00
15713,0,2,1,0,2,2,1,3,1,1016.25
15714,0,2,1,0,3,2,1,5,1,726.75
15715,0,2,1,0,3,2,1,4,0,1249.50
15716,0,2,1,0,3,2,2,3,1,947.75
15717,0,3,1,0,2,2,1,5,0,1240.25
15718,0,2,1,0,3,2,1,4,1,1046.75
15719,0,2,2,0,3,1,2,2,0,1390.75
15720,0,2,1,1,2,3,1,4,1,1344.50
15721,0,2,1,0,2,2,1,5,1,699.75
15722,0,2,2,0,2,3,1,5,1,893.00
15723,0,2,1,0,1,1,1,5,0,1009.25
15724,0,2,2,0,3,3,2,3,0,1233.75
15725,0,2,2,0,2,2,1,3,1,1066.00
15726,0,3,1,0,2,1,1,3,1,1242.25
15727,1,2,1,0,2,1,1,3,1,1195.75
15728,0,1,1,0,2,2,1,4,1,1097.25
15729,1,3,1,0,3,1,1,3,0,1879.25
15730,0,3,2,0,1,4,1,4,0,969.00
15731,0,3,1,0,1,1,1,3,1,1269.25
15732,0,2,1,0,1,1,1,3,1,1026.75
15733,0,2,2,1,3,2,1,4,1,1011.50
15734,0,2,1,0,2,2,1,4,1,375.50
15735,0,3,1,0,2,2,2,3,1,1232.50
15736,0,3,1,0,1,2,1,4,1,1042.50
15737,0,2,1,0,3,3,2,4,1,716.00
15738,1,2,1,0,2,2,1,4,0,1105.75
15739,0,2,1,0,1,1,1,4,0,1077.25
15740,1,1,1,0,3,4,2,2,1,1752.25
15741,0,1,1,0,3,1,1,5,0,1010.00
15742,0,2,1,0,3,2,1,3,1,1102.00
15743,0,2,1,0,3,1,1,2,1,916.25
15744,0,2,1,0,3,2,1,4,1,1118.25
15745,0,2,1,0,3,2,2,4,0,953.50
15746,0,2,1,0,3,2,1,3,1,952.75
15747,0,3,1,1,1,2,1,4,1,971.75
15748,0,1,1,0,1,1,1,3,1,1074.50
15749,0,2,1,0,1,1,2,4,0,643.75
15750,0,2,1,0,1,2,1,3,1,1127.00
15751,0,2,1,0,2,1,1,3,1,954.00
15752,0,2,1,1,3,3,1,2,1,1206.00
15753,0,2,1,0,2,1,2,4,1,567.50
15754,0,1,1,0,1,1,1,3,1,1137.50
15755,0,2,1,1,2,2,1,3,0,1885.25
15756,0,1,1,0,3,3,1,1,1,304.75
15757,0,2,1,0,3,1,1,3,0,241.75
15758,0,2,1,0,1,1,1,3,1,1219.75
15759,0,2,1,1,3,1,1,3,0,883.75
15760,0,1,2,1,3,1,1,2,1,746.25
15761,0,1,1,0,1,1,1,4,0,1012.00
15762,0,3,1,0,2,2,1,4,0,1000.00
15763,0,2,1,0,3,4,2,5,1,598.75
15764,1,3,1,0,2,2,1,5,0,1213.50
15765,0,2,1,0,1,2,1,3,1,1128.75
15766,0,3,1,1,1,2,1,5,1,1076.25
15767,1,2,1,0,2,1,1,1,0,713.25
15768,0,2,1,0,3,3,1,4,1,91.00
15769,0,1,2,0,3,1,1,3,1,1037.75
15770,0,2,1,0,1,1,2,4,1,1147.50
15771,0,2,1,0,1,2,1,4,1,271.25
15772,0,2,2,0,3,3,1,4,0,684.75
15773,0,2,2,0,1,3,1,3,1,1007.00
15774,0,3,2,0,1,3,1,3,0,982.00
15775,0,1,1,0,3,3,1,3,1,820.50
15776,0,1,1,1,1,2,1,3,1,1002.75
15777,1,3,1,0,2,2,1,3,0,891.75
15778,0,2,1,0,2,1,1,4,0,982.00
15779,0,2,1,0,1,2,1,5,1,205.00
15780,0,2,1,0,1,1,1,3,0,1168.75
15781,1,1,1,0,3,1,1,5,0,974.25
15782,0,2,1,0,2,3,1,3,0,1172.75
15783,0,2,2,0,1,1,1,4,0,727.50
15784,0,1,2,0,1,1,1,3,1,230.00
15785,0,1,1,0,2,2,2,3,0,1169.50
15786,0,1,2,0,3,2,2,3,0,817.75
15787,0,2,1,0,1,3,2,2,1,328.50
15788,0,1,1,0,1,1,1,2,0,1279.25
15789,0,2,1,0,3,2,1,5,1,1089.75
15790,0,2,2,0,2,1,2,4,1,191.00
15791,0,2,1,0,3,3,1,5,1,1248.50
15792,0,3,1,0,3,3,2,5,1,1250.25
15793,0,2,2,0,1,2,2,4,1,1103.25
15794,0,1,1,1,3,2,1,4,1,711.25
15795,0,2,1,0,2,1,1,2,0,732.00
15796,1,3,1,0,1,2,2,4,1,1403.50
15797,0,1,2,0,3,2,1,3,1,902.50
15798,0,2,1,0,2,1,2,3,1,1364.25
15799,0,3,2,0,2,1,3,3,1,238.00
15800,0,1,1,0,1,2,2,2,0,1282.50
15801,0,2,1,0,1,3,1,1,1,1068.50
15802,1,3,1,0,3,2,1,1,0,698.00
15803,0,2,1,0,2,3,1,2,1,1222.00
15804,0,1,1,0,1,4,1,6,0,916.75
15805,0,2,1,0,2,1,1,3,0,269.75
15806,0,2,1,0,1,2,1,5,0,1175.75
15807,0,2,1,1,2,2,1,4,1,707.25
